<<<<<<< HEAD
zmJPcX2U,상위 10%,2024-10-11,그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,51kg,상의 55,"슬로우앤드에서 처음 접한 옷인데 제작상품이 마감이 너무 깔끔하고 핏이 너무 예뻐요
파임 없어 부담없이 여기저기 입기 좋구요
우선 한개만 주문했는데 입어보고 활용도가 너무 좋을거 같아서 아이보리, 차콜브라운 두개 더 쟁였습니다 굳",상의 ,55
SVY4lFmE,상위 30%,2024-10-11,그레이,,정사이즈예요,보통이에요,화면과 비슷해요,160cm,50kg,상의 55,"올여름 흰색,회색 두개로 엄청 잘 돌려입었어요
부담스럽지않게 핏돼서 속옷이 보일 걱정듀 없고 비침도 없고 진짜 편하게 입었슴다
흰색도 스킨색브라 입으면 안비쳐요
날씬해보이고 어깨도 이뻐보임
쫀쫀해서 내년에도 잘 입을예정입니다",상의 ,55
SVY4lFmE,상위 30%,2024-10-11,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,160cm,50kg,상의 55,"쫀쫀하고 비침도 많이없어서 올 여름 잘입었어요
한철이 아니라 내년에도 이어서 잘입을 것 같아요
흰색 회색 두개샀는데 둘다 이쁘고 날씬해보임ㅎㅎ
허리없는 체형에 딱이네용
겨살은 못본척 해주세용",상의 ,55
3vRBmvwu,상위 25%,2024-10-07,그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,154cm,47kg,상의 55,"이너로 입을 나시가 필요해서 찾아보던 중에 이 제품이 평이 좋아서 구매했습니다
얇지않아서 쌀쌀한 날에 입기에 딱 좋구요
겨드랑이 부분도 잘 가려줍니다
너무 딱 붙는 부담스러운 핏이면 어쩌나 걱정했는데 괜찮은거 같습니다
다른 색으로도 구매하려구요
이 제품 추천합니다👍",상의 ,55
skyc****,상위 25%,2024-10-05,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,166cm,50kg,상의 55,"면 재질이 톡톡하니 아주 좋아요̵ ̀ ̗♡ ̖ ́ ̵ 
여름에 여기저기 레이어드해서 잘 입었답니당!:)
다만, 아무래도 흰색이다보니 비침이 없을순 없더라구요🥲그래서 저는 단독으론 입지않구 레이어드하거나 셔츠안에 이너로만 입었어요~! 
기본나시라 여기저기에 다 매치하며 입기 편해서
진심~여름내내 활용도가 정말 높았던 아이템입니다🫧👍🏻",상의 ,55
mypuppyis,상위 15%,2024-10-05,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,56kg,상의 55,완전 짱짱한 나시에요. 제가 입어 본 나시 중에 최고로 퀄리티가 좋습니다. 그래서 목이 좀 내려온 나시도 만들어 주셨으면 좋겠어요. 지금은 목을 많이 가려서 조금 더 셔츠랑 같이 입었을때 안답답해 보이는 나시도 제작해주세용 퀄리티는 너무 좋아요 핏도 좋고요. 지금 같은 가을에 가벼운 아우터랑 입기 딱 좋습니다.,상의 ,55
baek******,상위 25%,2024-10-04,아이보리,,작아요,보통이에요,화면과 비슷해요,168cm,57kg,상의 66,"신축성 거의없는 뻣뻣한 나시에요
길이가 많이 짧아서 배꼽겨우가리고 조금만 팔 들어도 배가 보여요
그래도 약간 두껍고 탄탄해서 늘어나거나 변형은 안올거같아요
핏은 부유방 잘 가려줘요
가디건 안에입는 용도로 입을거같아요
단독으로는 너무 짧네요",상의 ,66
ciqAy3aV,Nan,2024-10-02,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,52kg,상의 55,가격도저렴하구 요즘같이 일교차심할때따순 니트나 도톰한니트가디건이랑같이입으면 너무이쁘더라구여 가슴이 없어서 이너로입어봣는데 몸매두잡아줘여 싼티안나고 쫀쫀한면나시에요 저렴해서 깔별로 사둿는데잘쓸꺼같아여,상의 ,55
ciqAy3aV,Nan,2024-10-02,그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,52kg,상의 55,짱짱쫀쫀해서 오래입을수잇을것같아요 기장도 딱조아요 나시만입고 가디건레이어드해서입으니까 갠찮아요 저는마니파인 나시가디선세트안에입으려구삿는데 완전 딱이에요 이질감하나도없고 싼티도 안나요,상의 ,55
abc6******,상위 10%,2024-10-02,그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,155cm,51kg,상의 55,"만원 초반대에 이정도 퀄이라니!
실밥 나온것 없이 마감 좋구요! 부유방 커버 정말 잘됩니다!
제가 런닝형 노와이어 브라를 입는데 두꺼운 브라끈까지 완벽커버해줘서 너무너무너무 만족해요!!",상의 ,55
U2VLQ2KS,상위 10%,2024-10-01,그레이,,정사이즈예요,보통이에요,화면과 비슷해요,161cm,52kg,상의 55,부유방 잘 가려주고 쫀쫀하고 색감도 딱 그레이라 활용도 좋을 것 같습니다 흰색 셔츠랑 어울 릴 것 같아요 넥라인이 높아서 목이 좀 짧아보이는 건 단점이지만 승모근 잘 가려줘서 좋아요.,상의 ,55
K3bgx7bY,Nan,2024-10-01,챠콜브라운,,작아요,보통이에요,화면과 비슷해요,170cm,56kg,상의 55,"후기가 아주 괜찮길래 구매해봤는데 나시 색상이랑 쫀쫀함이 맘에 들어요 :) 다만 제가 어깡이라 어깨가 더 넓어보이는 효과는 있지만 .. 위에 뭐 걸치면 ㄱㅊ을듯~
베이지+브라운 조합 넘 예뻐여 추천!",상의 ,55
K3bgx7bY,Nan,2024-10-01,크림베이지,,작아요,보통이에요,화면과 비슷해요,170cm,56kg,상의 55,"후기가 아주 괜찮길래 구매해봤는데 나시 색상이랑 쫀쫀함이 맘에 들어요 :) 다만 제가 어깡이라 어깨가 더 넓어보이는 효과는 있지만 .. 위에 뭐 걸치면 ㄱㅊ을듯~
베이지+브라운 조합 넘 예뻐여 추천!",상의 ,55
QGyj9A5R,상위 15%,2024-09-26,블루네이비,,정사이즈예요,아주 만족해요,화면보다 어두워요,159cm,53kg,상의 55,"사진은 실제 제품보다 밝게 나왔어요..!
깔끔한 디자인에 입었을 때 몸에 탄탄하게 감기는 느낌이고, 부유방 쪽도 잘 가려줘서 좋아요~ 체형 그대로 드러나는 편이라서 가슴 쪽이 조금 신경 쓰이는 편이지만 크게 상관없는 영역이라서 잘 입겠습니다!

색상은 제품 사진보다 탁한 느낌이 있는 네이비라서 조금 아쉽기는 하고, 실밥이 애매하게 마무리된 부분도 아쉽네요.

그래도 마음에 들어서 다른 색상도 살 것 같아요~",상의 ,55
끼뽀,상위 1%,2024-09-24,챠콜브라운,,정사이즈예요,아주 만족해요,화면과 비슷해요,170cm,55kg,상의 55,"쫀쫀하고 브라쟈 끈 안 보여요~ 이거 + 흰 바지로 올여름 시원~하게 입었습니다
요가 할 때도 잘 입고 있어요
색상은 다 매진 중에 챠콜, 검정 같이 시켰는데 무난하게 잘 입고 다닐 것 같아요 다음 번엔 색상 여러 벌로 구매 예정",상의 ,55
끼뽀,상위 1%,2024-09-24,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,170cm,55kg,상의 55,"쫀쫀하고 브라쟈 끈 안 보여요~ 이거 + 흰 바지로 올여름 시원~하게 입었습니다
요가 할 때도 잘 입고 있어요
색상은 다 매진 중에 남은 챠콜이랑 같이 시켰는데 무난하게 잘 입고 다닐 것 같아요 다음 번엔 색상 여러 벌로 구매 예정",상의 ,55
VnzCFUNc,상위 15%,2024-09-24,소프트라임,,정사이즈예요,아주 만족해요,화면과 비슷해요,166cm,43kg,상의 55,"여름 내내 막 입으려고 샀는데 생각보다 맘에 들고 편해서(부담스럽지 않음!!!) 휴가,여행때도 주구장창입었어용 색깔이 예뻐서 하나만 입어도 먼가 꾸안꾸로 옷 잘 입은 느낌스... 이 색깔 추천합니당 저는 마른편이긴 한데 제기준 부유방 부각 없어서 좋았고 엄청 쫙 달라붙지 않고 적당히 핏되어서 좋았습니다아 다음 여름에 또 살거예용 마니파세여",상의 ,55
csCeTwor,상위 25%,2024-09-24,그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,53kg,상의 55,역시 믿고 사는 슬앤... 나시 퀄 넘 톡톡하고 조어용 ㅠㅠ 마감 깔끔하구 색상두 여러군데 받쳐 입기 좋은 것 같어용! 약간 어깡핏이긴한데... 남방같은거랑 같이 입기 좋어용ㅎㅎ 재구매 의사 있습니당,상의 ,55
GwmhCjJ7,상위 25%,2024-09-24,소프트라임,,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,65kg,상의 66,"색감은 홈페이지사진과 똑같아요
착용감도 부드럽고 정말 말처럼 쫀쫀하니 잘 늘어나고 좋아요👍 
본 사진처럼 연청바지에다가 입으니 되게 와……너무 이쁘고 너무나도 만족 대만족입니다!!!!💚💚",상의 ,66
8sYmiz01,Nan,2024-09-21,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,48kg,상의 44,"이번 여름 제 교복템이었습니다 ㅎㅎ
핏 예쁘고 부유방 커버 잘 되고 쫀쫀하니 질도 좋아요!
특히 길이감도 너무 짧지도 길지도 않고 적당합니다
두 컬러 구매했는데 블랙으로도 하나 더 사려고요 ㅎㅎ
다른 나시 말고 여기로 정착하세요!",상의 ,44
3F0DCVfq,상위 10%,2024-09-20,소프트라임,,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,51kg,상의 55,"여름휴가때 입으려고 삿는데 너무 만족해요! 비록 일상에서느 못입었지만 , 사진도 너무 예쁘게 잘나오고 색감이 정말 화면이랑 똑같아요! 그리고 무엇보다 가릴데 다 가려서 너무 좋았어요 ㅎㅎㅎ 엄청 쫀쫀해요",상의 ,55
h0Eik75G,상위 25%,2024-09-18,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,50kg,상의 55,아주 좋아요! 부유방때문에 나시입을생각은 하지도 않았는데 부유방가려준대서 속는셈치고 사봤어요. 진작에 살걸 그랬어요. 단점 다가려줘서 너무 좋아요. 나시에 남방입으니까 너무 좋네요. 면도 쫀쫀하고 좋아요. 흰색도 사고 좋아서 흰검회색 하나씩 더 쟁여놨어요.,상의 ,55
6jfc******,상위 25%,2024-09-16,소프트라임,,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,50kg,상의 55,"승모근도 살짝 올라와 있고 부유방도 있는 편이라 부각될까 봐 걱정했는데 다 너무 잘 잡아줘서 좋았어요! 엄청 딱 달라붙지도 않고 적당히 붙어서 라인도 예뻐 보이고, 부유방을 진짜 잘 가려주는 것 같아용 ㅎㅎ 옷이 약간 길게 느껴졌는데 허리가 길어서 딱히 신경은 안 쓰였어요! 갈웜 라이트 나왔을 때 이런 색이 잘 어울린다고 해서 큰맘 먹고 무채색에서 벗어났는데 너무 찰떡이었어요💕💕💕 진짜 자주 입고 다니고 편해서 다른 색으로도 하나 더 구매하려고요!!!",상의 ,55
RVQjQKwe,Nan,2024-09-15,챠콜브라운,,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,58kg,상의 66,조금 더 길었으면 좋았을 것 같지만 바지 안에 넣어 입을 수는 있어요 짱짱하고 탄탄해서 이너로 입기 좋아요 땀쟁이로서 짙은색은 더운날에 땀이 티나긴 하더라구요 하지만 부유방 티 엄청 안나고 불편하지 않게 잡아줘서 마음에 들어요,상의 ,66
hC6m2STd,Nan,2024-09-15,블랙,,작아요,아주 만족해요,화면과 비슷해요,,,,"좋은 재질이고 가슴, 겨드랑이 싹 가려줘서 저같은 유교걸한테 짱 맘에 들어요!! 근데 165 통통 66 상비라 그런지 약간 짧고 겨드랑이쪽이 껴요 근데 입다보면 늘어날 것 같아서 입어보려구요 만족합니닷!!",,
zePOyAys,상위 30%,2024-09-13,블루네이비,,정사이즈예요,아주 만족해요,화면과 비슷해요,170cm,59kg,상의 55,"(옷에 묻은 썬크림은 무시해주시면 감사하겠습니다 ㅎㅎ..)
흠뻑쇼 갈 때 입었는데 저의 부유방을 완벽하게 가려주는 옷이얐어요 너무 만족했습니다 ㅎㅎ 완전 쫀쫀하고 편해여 이너로도 조을 듯합니다",상의 ,55
seek******,Nan,2024-09-12,뮤트카키,,정사이즈예요,보통이에요,화면과 비슷해요,163cm,53kg,상의 55,지난 번 회색 나시 구매했을 때 편해서 세가지 색상 더 구매해봤어요! 여전히 텍 쪽 마감은 참 아쉽고 따가워요ㅜㅠ. 저는 쪽가위로 제거하고 입습니다^_^,상의 ,55
seek******,Nan,2024-09-12,챠콜브라운,,정사이즈예요,보통이에요,화면보다 밝아요,163cm,53kg,상의 55,지난 번 회색 나시 구매했을 때 편해서 세가지 색상 더 구매해봤어요! 여전히 텍 쪽 마감은 참 아쉽고 따가워요ㅜㅠ. 저는 쪽가위로 제거하고 입습니다^_^ 차콜브라운 색 진짜 예뻐요❤️,상의 ,55
seek******,Nan,2024-09-12,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,163cm,53kg,상의 55,지난 번 회색 나시 구매했을 때 편해서 세가지 색상 더 구매해봤어요! 여전히 텍 쪽 마감은 참 아쉽고 따가워요ㅜㅠ. 저는 쪽가위로 제거하고 입습니다^_^,상의 ,55
hyk7***,상위 15%,2024-09-11,블루네이비,,정사이즈예요,보통이에요,화면과 비슷해요,163cm,49kg,상의 44,"넥라인이 쇄골까지 올라와서 답답한 거 싫어하시는 분들은 불편하실 것 같아요. 제가 어깨가 넓은 편이라 라인이 막 예쁘게 떨어지진 않네요. 
재질은 쫀쫀 부들하니 편하게 입기 좋아요. 
그런데 땀 많으신 분들은 옷이 땀에 젖으니까 티가 너무 잘 나서 살짝 민망하실 수도 있을 것 같아요 ㅎㅎ",상의 ,44
앵옹이,상위 20%,2024-09-11,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,57kg,상의 55,"165 +-53 70c
음 저는 재구매 안할 것 같아요.

우선.. 재질은 진짜 좋아요. 건조기에 막돌려도 안 줄어들고 보풀없이 살아남는 이너티.. 귀합니다.

근데 이제 저는 살집있는편이고 등판도 좀 넓은 편이라서 제 체형은 비추입니다. 겨드랑이 찡겨서 불편해요. 부유방 잡히긴 하는데 우와! 이정도 아니라서 결국 위에 뭐 걸치긴 해야해요. 

전.. 이 아이와는 안 맞나봐요",상의 ,55
W3OcmBAk,Nan,2024-09-11,크림베이지,,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,51kg,상의 44,"소재도 좋고 길이도 좋아요! 넣어 입기에 딱 좋은 길이!
여름에 자주 입어서 자주 세탁했는데 보풀도 하나도 안 일어났어요!! 퀄리티가 너무 좋아서 색상별로 여러 개 쟁여뒀습니다😊 가을에는 이너로 입기에도 좋을 거 같아요!",상의 ,44
seng******,상위 10%,2024-09-09,그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,50kg,상의 55,전부터 살까 말까 고민만 무진장 했는데ㅔ사길 잘한 것 같아요 브라끈도 다 가려져서 이너 크게 신경 안 써도 되고 승모근 딱 예쁘게 가려주고 좋아요 기장도 그렇고 이너로 입기에도 굿입니다 다른 색도 사고 싶으네여,상의 ,55
sjm2***,상위 5%,2024-09-09,소프트라임,,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,48kg,상의 44,"요번 여름 넘나 잘입고 다녔던 옷..♥️
밑에 뭘 매치하냐에 따라서 다른 느낌을 낼 수 있어 좋더라구용
저는 주로 추리닝과 함께 입었는데요, 꾸안꾸로 은근 힙한 느낌을 연출할 수 있었어요

그리고 정말 짱짱한 원단이라 오래 입어도 잘 늘어날 거 같지 않아요!! 아주 맘에들어서 파란색으로 하나 더 샀답니다 ^.^",상의 ,44
LH5LuUCo,Nan,2024-09-09,그레이,,정사이즈예요,보통이에요,화면과 비슷해요,162cm,52kg,상의 55,"회색은 흰색보다 더 이쁜거같아요

나시 사고싶어서 엄청 검색하다가
계속 품절이길래 포기했었거든여…
재입고 되자마자 샀는데 진짜 잘산템 중에 하나
쫀쫀하고 부유방 커버 잘되고 많이 안파여있어여",상의 ,55
471xNRdN,Nan,2024-09-08,그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,159cm,57kg,상의 66,"넥라인이 높게 올라와서 만족스러웠어요! 다른 곳에서 민소매 구매했을 땐 면도 너무 얇고 별로였는데 여기서는 성공해서 결국 흰검회 전부 장만했습니다ㅎㅎ 
아직 날이 많이 더워서 세일할 때 기본템으로 쟁여두면 날씨 선선해질 즈음 아우터랑 매치해서 입기 좋을 거 같아요~",상의 ,66
